ENSG00000186092	ENSMUSG00000051951	FBgn0002121	AT1G01010	
ENSG00000187556	ENSMUSG00000039157	FBgn0051220	AT2G33500	
ENSG00000132016	ENSMUSG00000026810	FBgn0051219	AT2G33510	
ENSG00000132024	ENSMUSG00000046854	FBgn0038725	AT2G33520	
ENSG00000132000	ENSMUSG00000079442	FBgn0003011	AT2G33530	
ENSG00000132017	ENSMUSG00000026811	FBgn0038727	AT2G33540	
ENSG00000132005	ENSMUSG00000026817	FBgn0051216	AT2G33550	
ENSG00000171136	ENSMUSG00000026814	FBgn0085315	AT2G33560	
ENSG00000104998	ENSMUSG00000009566	FBgn0024963	AT2G33570	
ENSG00000187867	ENSMUSG00000009555	FBgn0038730	AT2G33580	
ENSG00000141854	ENSMUSG00000059013	FBgn0038731	AT2G33585	
ENSG00000188032	ENSMUSG00000009551	FBgn0038732	AT2G33590	
ENSG00000141858	ENSMUSG00000039021	FBgn0038733	AT2G33600	
ENSG00000072062	ENSMUSG00000009563	FBgn0038734	AT2G33610	
ENSG00000105011	ENSMUSG00000053746	FBgn0014135	AT2G33620	
ENSG00000072071	ENSMUSG00000038987	FBgn0051459	AT2G33630	
ENSG00000123146	ENSMUSG00000026797	FBgn0038735	AT2G33640	
ENSG00000123136	ENSMUSG00000026796	FBgn0261984	AT2G33655	
ENSG00000123143	ENSMUSG00000026792	FBgn0038737	AT2G33670	
ENSG00000160951	ENSMUSG00000038900	FBgn0038738	AT2G33680	
ENSG00000123159	ENSMUSG00000026791	FBgn0038739	AT2G33685	
ENSG00000132002	ENSMUSG00000038860	FBgn0038740	AT2G33690	
ENSG00000099797	ENSMUSG00000038831	FBgn0038741	AT2G33700	
ENSG00000099795	ENSMUSG00000004105	FBgn0038742	AT2G33705	
ENSG00000187912	ENSMUSG00000068966	FBgn0014006	AT2G33710	
ENSG00000131355	ENSMUSG00000026788	FBgn0002940	AT2G33720	
ENSG00000160961	ENSMUSG00000038765	FBgn0038744	AT2G33730	
ENSG00000127507	ENSMUSG00000038740	FBgn0038745	AT2G33735	
ENSG00000127530	ENSMUSG00000038718	FBgn0038746	AT2G33740	
ENSG00000127515	ENSMUSG00000038696	FBgn0038747	AT2G33750	
ENSG00000185385	ENSMUSG00000026867	FBgn0038750	AT2G33760	
ENSG00000127529	ENSMUSG00000026864	FBgn0038751	AT2G33770	
ENSG00000105143	ENSMUSG00000070953	FBgn0038752	AT2G33775	
ENSG00000160994	ENSMUSG00000035949	FBgn0038753	AT2G33780	
ENSG00000105141	ENSMUSG00000107167	FBgn0038755	AT2G33790	
ENSG00000094661	ENSMUSG00000026869	FBgn0038756	AT2G33793	
ENSG00000105137	ENSMUSG00000026870	FBgn0051213	AT2G33796	
ENSG00000105135	ENSMUSG00000026873	FBgn0038760	AT2G33810	
ENSG00000074181	ENSMUSG00000026875	FBgn0038761	AT2G33820	
ENSG00000105131	ENSMUSG00000026874	FBgn0270925	AT2G33830	
ENSG00000141867	ENSMUSG00000035875	FBgn0038763	AT2G33835	
ENSG00000105127	ENSMUSG00000057110	FBgn0243511	AT2G33840	
ENSG00000011243	ENSMUSG00000026878	FBgn0038765	AT2G33845	
ENSG00000011451	ENSMUSG00000026879	FBgn0038766	AT2G33847	
ENSG00000105122	ENSMUSG00000026880	FBgn0038767	AT2G33850	
ENSG00000161031	ENSMUSG00000026882	FBgn0038768	AT2G33855	
ENSG00000171954	ENSMUSG00000079421	FBgn0038769	AT2G33870	
ENSG00000186526	ENSMUSG00000035778	FBgn0040571	AT2G33880	
ENSG00000186529	ENSMUSG00000026883	FBgn0038771	AT2G33980	
ENSG00000186204	ENSMUSG00000026885	FBgn0038772	AT2G33990	
ENSG00000171942	ENSMUSG00000026895	FBgn0003249	AT2G34000	
ENSG00000171936	ENSMUSG00000026894	FBgn0051206	AT2G34010	
ENSG00000172519	ENSMUSG00000026890	FBgn0038773	AT2G34020	
ENSG00000186723	ENSMUSG00000026889	FBgn0045471	AT2G34030	
ENSG00000186115	ENSMUSG00000026887	FBgn0038774	AT2G34040	
ENSG00000171903	ENSMUSG00000047250	FBgn0083975	AT2G34050	
ENSG00000176231	ENSMUSG00000068950	FBgn0038775	AT2G34060	
ENSG00000167460	ENSMUSG00000094464	FBgn0262582	AT2G34070	
ENSG00000167461	ENSMUSG00000094266	FBgn0038783	AT2G34110	
ENSG00000196684	ENSMUSG00000075387	FBgn0038784	AT2G34080	
ENSG00000141977	ENSMUSG00000111869	FBgn0261550	AT2G34090	
ENSG00000105058	ENSMUSG00000096822	FBgn0038787	AT2G34100	
ENSG00000072958	ENSMUSG00000059251	FBgn0038788	AT2G34120	
ENSG00000127528	ENSMUSG00000094764	FBgn0038789	AT2G34123	
ENSG00000127527	ENSMUSG00000111863	FBgn0038790	AT2G34140	
ENSG00000105072	ENSMUSG00000049315	FBgn0262869	AT2G34150	
ENSG00000072954	ENSMUSG00000111021	FBgn0038796	AT2G34160	
ENSG00000188039	ENSMUSG00000075384	FBgn0038797	AT2G34170	
ENSG00000127511	ENSMUSG00000050015	FBgn0287211	AT2G34180	
ENSG00000127533	ENSMUSG00000075383	FBgn0002869	AT2G34185	
ENSG00000160111	ENSMUSG00000053146	FBgn0038798	AT2G34186	
ENSG00000131351	ENSMUSG00000075382	FBgn0038799	AT2G34190	
ENSG00000099331	ENSMUSG00000055088	FBgn0262146	AT2G34200	
ENSG00000053501	ENSMUSG00000075380	FBgn0053192	AT2G34210	
ENSG00000099330	ENSMUSG00000070943	FBgn0016917	AT2G34220	
ENSG00000160113	ENSMUSG00000055838	FBgn0067783	AT2G34224	
ENSG00000130307	ENSMUSG00000075379	FBgn0043457	AT2G34230	
ENSG00000160117	ENSMUSG00000083361	FBgn0040575	AT2G34238	
ENSG00000127220	ENSMUSG00000075378	FBgn0038803	AT2G34240	
ENSG00000130312	ENSMUSG00000075377	FBgn0038804	AT2G34250	
ENSG00000130311	ENSMUSG00000059429	FBgn0038805	AT2G34260	
ENSG00000074855	ENSMUSG00000068947	FBgn0038806	AT2G34270	
ENSG00000130299	ENSMUSG00000049018	FBgn0023212	AT2G34280	
ENSG00000130300	ENSMUSG00000009030	FBgn0038808	AT2G34290	
ENSG00000269720	ENSMUSG00000075376	FBgn0054008	AT2G34300	
ENSG00000130303	ENSMUSG00000066798	FBgn0038809	AT2G34310	
ENSG00000141971	ENSMUSG00000035437	FBgn0014029	AT2G34315	
ENSG00000130304	ENSMUSG00000026915	FBgn0038810	AT2G34317	
ENSG00000130313	ENSMUSG00000035403	FBgn0038811	AT2G34320	
ENSG00000167483	ENSMUSG00000035392	FBgn0023097	AT2G34325	
ENSG00000130309	ENSMUSG00000000247	FBgn0038814	AT2G34330	
ENSG00000130477	ENSMUSG00000026749	FBgn0038815	AT2G34340	
ENSG00000130479	ENSMUSG00000026750	FBgn0015279	AT2G34350	
ENSG00000130475	ENSMUSG00000026751	FBgn0038816	AT2G34355	
ENSG00000179913	ENSMUSG00000063972	FBgn0051201	AT2G34357	
ENSG00000248099	ENSMUSG00000046618	FBgn0028422	AT2G34360	
ENSG00000105639	ENSMUSG00000035295	FBgn0038818	AT2G34370	
ENSG00000105640	ENSMUSG00000062997	FBgn0038819	AT2G34380	
ENSG00000105641	ENSMUSG00000026755	FBgn0038820	AT2G34390	
ENSG00000007080	ENSMUSG00000026754	FBgn0024944	AT2G34400	
ENSG00000105642	ENSMUSG00000035236	FBgn0051205	AT2G34410	
ENSG00000105643	ENSMUSG00000026753	FBgn0004107	AT2G34420	
ENSG00000096996	ENSMUSG00000049252	FBgn0038821	AT2G34430	
ENSG00000099308	ENSMUSG00000026866	FBgn0259222	AT2G34450	
ENSG00000254858	ENSMUSG00000049744	FBgn0051199	AT2G34440	
ENSG00000105649	ENSMUSG00000036890	FBgn0051200	AT2G34460	
ENSG00000130518	ENSMUSG00000026872	FBgn0265606	AT2G34470	
ENSG00000130522	ENSMUSG00000052155	FBgn0038826	AT2G34480	
ENSG00000130520	ENSMUSG00000026761	FBgn0051195	AT2G34490	
ENSG00000130517	ENSMUSG00000036792	FBgn0046689	AT2G34500	
ENSG00000130513	ENSMUSG00000069495	FBgn0038827	AT2G34510	
ENSG00000175489	ENSMUSG00000026764	FBgn0038828	AT2G34520	
ENSG00000130511	ENSMUSG00000026765	FBgn0038829	AT2G34530	
ENSG00000105655	ENSMUSG00000050447	FBgn0019936	AT2G34540	
ENSG00000105656	ENSMUSG00000026766	FBgn0038830	AT2G34555	
ENSG00000105701	ENSMUSG00000017144	FBgn0027493	AT2G34560	
ENSG00000105700	ENSMUSG00000056115	FBgn0051223	AT2G34570	
ENSG00000221983	ENSMUSG00000036249	FBgn0053094	AT2G34580	
ENSG00000006016	ENSMUSG00000026946	FBgn0038832	AT2G34585	
ENSG00000006015	ENSMUSG00000053475	FBgn0038833	AT2G34590	
ENSG00000105696	ENSMUSG00000036202	FBgn0038834	AT2G34600	
ENSG00000167487	ENSMUSG00000026950	FBgn0259215	AT2G34610	
ENSG00000105662	ENSMUSG00000036093	FBgn0038837	AT2G34620	
ENSG00000105664	ENSMUSG00000017412	FBgn0028396	AT2G34640	
ENSG00000005007	ENSMUSG00000055371	FBgn0044812	AT2G34650	
ENSG00000105669	ENSMUSG00000036053	FBgn0038838	AT2G34655	
ENSG00000105671	ENSMUSG00000061136	FBgn0044809	AT2G34670	
ENSG00000051128	ENSMUSG00000026960	FBgn0038839	AT2G34680	
ENSG00000064607	ENSMUSG00000075334	FBgn0038840	AT2G34690	
ENSG00000105676	ENSMUSG00000060988	FBgn0044810	AT2G34700	
ENSG00000181035	ENSMUSG00000026824	FBgn0051191	AT2G34710	
ENSG00000064545	ENSMUSG00000026826	FBgn0038842	AT2G34720	
ENSG00000064490	ENSMUSG00000026827	FBgn0002921	AT2G34730	
ENSG00000184162	ENSMUSG00000026828	FBgn0013995	AT2G34740	
ENSG00000130287	ENSMUSG00000026830	FBgn0263400	AT2G34750	
ENSG00000105705	ENSMUSG00000026832	FBgn0038845	AT2G34770	
ENSG00000129933	ENSMUSG00000026834	FBgn0038846	AT2G34780	
ENSG00000167491	ENSMUSG00000026836	FBgn0026056	AT2G34790	
ENSG00000178093	ENSMUSG00000026839	FBgn0046763	AT2G34810	
ENSG00000250067	ENSMUSG00000036641	FBgn0013812	AT2G34820	
ENSG00000160161	ENSMUSG00000026991	FBgn0038847	AT2G34825	
ENSG00000105717	ENSMUSG00000026989	FBgn0051189	AT2G34830	
ENSG00000064547	ENSMUSG00000035168	FBgn0051207	AT2G34840	
ENSG00000089639	ENSMUSG00000026988	FBgn0038849	AT2G34850	
ENSG00000105726	ENSMUSG00000026987	FBgn0038850	AT2G34860	
ENSG00000181896	ENSMUSG00000026977	FBgn0011672	AT2G34870	
ENSG00000105708	ENSMUSG00000060703	FBgn0025865	AT2G34880	
ENSG00000256771	ENSMUSG00000026980	FBgn0000083	AT2G34890	
ENSG00000184635	ENSMUSG00000054580	FBgn0003257	AT2G34900	
ENSG00000197124	ENSMUSG00000026971	FBgn0038851	AT2G34910	
ENSG00000213988	ENSMUSG00000026970	FBgn0038852	AT2G34920	
ENSG00000256229	ENSMUSG00000064289	FBgn0038853	AT2G34925	
ENSG00000237440	ENSMUSG00000026914	FBgn0038854	AT2G34930	
ENSG00000160229	ENSMUSG00000035033	FBgn0038855	AT2G34940	
ENSG00000105750	ENSMUSG00000026904	FBgn0266674	AT2G34960	
ENSG00000118620	ENSMUSG00000035000	FBgn0028468	AT2G34970	
ENSG00000160352	ENSMUSG00000000394	FBgn0015790	AT2G34980	
ENSG00000196705	ENSMUSG00000000392	FBgn0010770	AT2G34990	
ENSG00000182141	ENSMUSG00000026896	FBgn0038857	AT2G35000	
ENSG00000172687	ENSMUSG00000026893	FBgn0283468	AT2G35010	
ENSG00000196268	ENSMUSG00000059742	FBgn0038858	AT2G35020	
ENSG00000197013	ENSMUSG00000075324	FBgn0038859	AT2G35030	
ENSG00000197020	ENSMUSG00000026888	FBgn0038860	AT2G35035	
ENSG00000198521	ENSMUSG00000034903	FBgn0038861	AT2G35040	
ENSG00000160321	ENSMUSG00000061171	FBgn0038862	AT2G35050	
ENSG00000197134	ENSMUSG00000057182	FBgn0250820	AT2G35060	
ENSG00000196109	ENSMUSG00000075318	FBgn0264357	AT2G35070	
ENSG00000196350	ENSMUSG00000044647	FBgn0038865	AT2G35075	
ENSG00000197360	ENSMUSG00000026994	FBgn0260004	AT2G35080	
ENSG00000229676	ENSMUSG00000034848	FBgn0038868	AT2G35090	
ENSG00000213973	ENSMUSG00000064329	FBgn0038869	AT2G35100	
ENSG00000268696	ENSMUSG00000075316	FBgn0038870	AT2G35110	
ENSG00000269067	ENSMUSG00000034810	FBgn0038871	AT2G35120	
ENSG00000183850	ENSMUSG00000027022	FBgn0038872	AT2G35130	
ENSG00000283201	ENSMUSG00000034780	FBgn0000527	AT2G35140	
ENSG00000167232	ENSMUSG00000027030	FBgn0038873	AT2G35150	
ENSG00000197372	ENSMUSG00000053896	FBgn0038874	AT2G35155	
ENSG00000196172	ENSMUSG00000079324	FBgn0285937	AT2G35160	
ENSG00000213967	ENSMUSG00000027035	FBgn0043012	AT2G35170	
ENSG00000213096	ENSMUSG00000034738	FBgn0038876	AT2G35200	
ENSG00000169021	ENSMUSG00000005233	FBgn0038877	AT2G35210	
ENSG00000187135	ENSMUSG00000005232	FBgn0038878	AT2G35215	
ENSG00000105171	ENSMUSG00000027048	FBgn0038880	AT2G35230	
ENSG00000166289	ENSMUSG00000027068	FBgn0038879	AT2G35240	
ENSG00000131943	ENSMUSG00000027070	FBgn0038881	AT2G35250	
ENSG00000105173	ENSMUSG00000063145	FBgn0002781	AT2G35260	
ENSG00000105176	ENSMUSG00000075307	FBgn0004110	AT2G35270	
ENSG00000198597	ENSMUSG00000027086	FBgn0004862	AT2G35280	
ENSG00000121297	ENSMUSG00000042133	FBgn0038886	AT2G35290	
ENSG00000168813	ENSMUSG00000070883	FBgn0038887	AT2G35300	
ENSG00000178904	ENSMUSG00000027088	FBgn0038888	AT2G35310	
ENSG00000105185	ENSMUSG00000042155	FBgn0051438	AT2G35320	
ENSG00000105186	ENSMUSG00000068882	FBgn0008651	AT2G35330	
ENSG00000186326	ENSMUSG00000051730	FBgn0011278	AT2G35340	
ENSG00000213965	ENSMUSG00000044308	FBgn0038889	AT2G35343	
ENSG00000173809	ENSMUSG00000042064	FBgn0004863	AT2G35345	
ENSG00000021488	ENSMUSG00000075304	FBgn0038890	AT2G35350	
ENSG00000121289	ENSMUSG00000075302	FBgn0002941	AT2G35360	
ENSG00000131944	ENSMUSG00000070880	FBgn0038892	AT2G35370	
ENSG00000131941	ENSMUSG00000014959	FBgn0283499	AT2G35380	
ENSG00000076650	ENSMUSG00000041997	FBgn0011766	AT2G35390	
ENSG00000166359	ENSMUSG00000041975	FBgn0038893	AT2G35410	
ENSG00000130881	ENSMUSG00000041966	FBgn0038894	AT2G35420	
ENSG00000130876	ENSMUSG00000027015	FBgn0259113	AT2G35430	
ENSG00000245848	ENSMUSG00000027012	FBgn0051176	AT2G35450	
ENSG00000153879	ENSMUSG00000027010	FBgn0261060	AT2G35460	
ENSG00000124299	ENSMUSG00000027018	FBgn0262143	AT2G35470	
ENSG00000124302	ENSMUSG00000041921	FBgn0262144	AT2G35480	
ENSG00000153885	ENSMUSG00000041911	FBgn0054034	AT2G35500	
ENSG00000257103	ENSMUSG00000023391	FBgn0038897	AT2G35510	
ENSG00000166398	ENSMUSG00000027111	FBgn0051343	AT2G35520	
ENSG00000105220	ENSMUSG00000006494	FBgn0051233	AT2G35530	
ENSG00000126249	ENSMUSG00000049044	FBgn0051198	AT2G35540	
ENSG00000126261	ENSMUSG00000004085	FBgn0259237	AT2G35550	
ENSG00000142279	ENSMUSG00000055612	FBgn0038901	AT2G35555	
ENSG00000205209	ENSMUSG00000027109	FBgn0027575	AT2G35580	
ENSG00000089335	ENSMUSG00000027108	FBgn0038902	AT2G35585	
ENSG00000197841	ENSMUSG00000068859	FBgn0038903	AT2G35600	
ENSG00000153896	ENSMUSG00000041777	FBgn0003867	AT2G35605	
ENSG00000168661	ENSMUSG00000008226	FBgn0013759	AT2G35610	
ENSG00000180884	ENSMUSG00000041762	FBgn0041229	AT2G35612	
ENSG00000089351	ENSMUSG00000075284	FBgn0045470	AT2G35615	
ENSG00000105711	ENSMUSG00000027107	FBgn0045469	AT2G35620	
ENSG00000105707	ENSMUSG00000056486	FBgn0045468	AT2G35630	
ENSG00000153902	ENSMUSG00000027104	FBgn0015229	AT2G35635	
ENSG00000221946	ENSMUSG00000018770	FBgn0260940	AT2G35640	
ENSG00000089327	ENSMUSG00000009207	FBgn0038909	AT2G35650	
ENSG00000177558	ENSMUSG00000001815	FBgn0067317	AT2G35660	
ENSG00000105699	ENSMUSG00000001819	FBgn0051174	AT2G35658	
ENSG00000105698	ENSMUSG00000001823	FBgn0051431	AT2G35670	
ENSG00000105697	ENSMUSG00000042499	FBgn0064912	AT2G35680	
ENSG00000105695	ENSMUSG00000050368	FBgn0038912	AT2G35690	
ENSG00000012124	ENSMUSG00000043342	FBgn0083984	AT2G35700	
ENSG00000126266	ENSMUSG00000027102	FBgn0053092	AT2G35710	
ENSG00000185897	ENSMUSG00000079277	FBgn0051465	AT2G35720	
ENSG00000126251	ENSMUSG00000042448	FBgn0038914	AT2G35730	
ENSG00000126262	ENSMUSG00000027099	FBgn0038915	AT2G35736	
ENSG00000188508	ENSMUSG00000059005	FBgn0038916	AT2G35740	
ENSG00000161249	ENSMUSG00000015839	FBgn0038917	AT2G35750	
ENSG00000189001	ENSMUSG00000042410	FBgn0038918	AT2G35760	
ENSG00000105679	ENSMUSG00000075273	FBgn0038919	AT2G35765	
ENSG00000105677	ENSMUSG00000075272	FBgn0264490	AT2G35770	
ENSG00000105675	ENSMUSG00000075271	FBgn0038921	AT2G35780	
ENSG00000283758	ENSMUSG00000075270	FBgn0038922	AT2G35790	
ENSG00000249115	ENSMUSG00000056436	FBgn0019960	AT2G35795	
ENSG00000126254	ENSMUSG00000042369	FBgn0038923	AT2G35800	
ENSG00000105672	ENSMUSG00000042359	FBgn0038924	AT2G35810	
ENSG00000126267	ENSMUSG00000002731	FBgn0038925	AT2G35820	
ENSG00000105668	ENSMUSG00000075267	FBgn0019957	AT2G35830	
ENSG00000011590	ENSMUSG00000002732	FBgn0038926	AT2G35840	
ENSG00000272333	ENSMUSG00000002733	FBgn0266581	AT2G35860	
ENSG00000126246	ENSMUSG00000051747	FBgn0264491	AT2G35880	
ENSG00000004776	ENSMUSG00000044033	FBgn0038929	AT2G35890	
ENSG00000167595	ENSMUSG00000042272	FBgn0038930	AT2G35900	
ENSG00000004777	ENSMUSG00000027016	FBgn0040582	AT2G35910	
ENSG00000250799	ENSMUSG00000027014	FBgn0038931	AT2G35920	
ENSG00000161270	ENSMUSG00000027011	FBgn0051164	AT2G35930	
ENSG00000126259	ENSMUSG00000027009	FBgn0051424	AT2G35935	
ENSG00000105290	ENSMUSG00000075256	FBgn0051423	AT2G35940	
ENSG00000167604	ENSMUSG00000027007	FBgn0259736	AT2G35950	
ENSG00000126264	ENSMUSG00000034683	FBgn0051163	AT2G35960	
ENSG00000011600	ENSMUSG00000059173	FBgn0038938	AT2G35965	
ENSG00000126243	ENSMUSG00000050114	FBgn0263117	AT2G35970	
ENSG00000205138	ENSMUSG00000027006	FBgn0038941	AT2G35980	
ENSG00000181392	ENSMUSG00000027004	FBgn0053721	AT2G35990	
ENSG00000105270	ENSMUSG00000027002	FBgn0038942	AT2G36000	
ENSG00000161277	ENSMUSG00000026999	FBgn0038943	AT2G36010	
ENSG00000075702	ENSMUSG00000070866	FBgn0038944	AT2G36020	
ENSG00000105261	ENSMUSG00000075249	FBgn0038945	AT2G36026	
ENSG00000105258	ENSMUSG00000027091	FBgn0038946	AT2G36030	
ENSG00000105254	ENSMUSG00000027087	FBgn0038947	AT2G36050	
ENSG00000126247	ENSMUSG00000048388	FBgn0038948	AT2G36060	
ENSG00000161281	ENSMUSG00000034552	FBgn0038950	AT2G36070	
ENSG00000196357	ENSMUSG00000059588	FBgn0038951	AT2G36080	
ENSG00000167635	ENSMUSG00000027082	FBgn0267385	AT2G36090	
ENSG00000142065	ENSMUSG00000086598	FBgn0038952	AT2G36100	
ENSG00000181007	ENSMUSG00000050043	FBgn0038953	AT2G36110	
ENSG00000186017	ENSMUSG00000027080	FBgn0083985	AT2G36120	
ENSG00000254004	ENSMUSG00000034075	FBgn0263047	AT2G36130	
ENSG00000186020	ENSMUSG00000027079	FBgn0263048	AT2G36145	
ENSG00000161298	ENSMUSG00000034059	FBgn0038956	AT2G36160	
ENSG00000197808	ENSMUSG00000023224	FBgn0038957	AT2G36170	
ENSG00000189042	ENSMUSG00000027078	FBgn0038958	AT2G36180	
ENSG00000267041	ENSMUSG00000027077	FBgn0038959	AT2G36190	
ENSG00000197863	ENSMUSG00000027076	FBgn0038960	AT2G36200	
ENSG00000251247	ENSMUSG00000027075	FBgn0038961	AT2G36210	
ENSG00000185869	ENSMUSG00000050896	FBgn0261279	AT2G36220	
ENSG00000198453	ENSMUSG00000027074	FBgn0038964	AT2G36230	
ENSG00000197050	ENSMUSG00000027073	FBgn0038965	AT2G36240	
ENSG00000245680	ENSMUSG00000027072	FBgn0038966	AT2G36250	
ENSG00000188283	ENSMUSG00000027071	FBgn0038967	AT2G36255	
ENSG00000181666	ENSMUSG00000027067	FBgn0038968	AT2G36260	
ENSG00000189164	ENSMUSG00000033955	FBgn0085317	AT2G36270	
ENSG00000196437	ENSMUSG00000044338	FBgn0085405	AT2G36290	
ENSG00000171827	ENSMUSG00000075224	FBgn0028688	AT2G36295	
ENSG00000188227	ENSMUSG00000075223	FBgn0263351	AT2G36300	
ENSG00000171817	ENSMUSG00000075222	FBgn0038972	AT2G36305	
ENSG00000180479	ENSMUSG00000075221	FBgn0038973	AT2G36310	
ENSG00000120784	ENSMUSG00000075220	FBgn0038974	AT2G36320	
ENSG00000189144	ENSMUSG00000075219	FBgn0038975	AT2G36325	
ENSG00000171804	ENSMUSG00000075218	FBgn0038976	AT2G36330	
ENSG00000105738	ENSMUSG00000075217	FBgn0038977	AT2G36340	
ENSG00000011332	ENSMUSG00000111179	FBgn0003676	AT2G36350	
ENSG00000167642	ENSMUSG00000111454	FBgn0038978	AT2G36355	
ENSG00000167641	ENSMUSG00000075215	FBgn0038979	AT2G36360	
ENSG00000167645	ENSMUSG00000075214	FBgn0038980	AT2G36370	
ENSG00000167644	ENSMUSG00000075212	FBgn0038981	AT2G36380	
ENSG00000099337	ENSMUSG00000075211	FBgn0053099	AT2G36390	
ENSG00000099338	ENSMUSG00000050603	FBgn0053093	AT2G36400	
ENSG00000099341	ENSMUSG00000043226	FBgn0038983	AT2G36410	
ENSG00000179168	ENSMUSG00000110879	FBgn0038984	AT2G36420	
ENSG00000188766	ENSMUSG00000075210	FBgn0260942	AT2G36430	
ENSG00000130244	ENSMUSG00000053287	FBgn0038986	AT2G36440	
ENSG00000171777	ENSMUSG00000059379	FBgn0053110	AT2G36450	
ENSG00000196218	ENSMUSG00000033850	FBgn0028837	AT2G36460	
ENSG00000104814	ENSMUSG00000075209	FBgn0024558	AT2G36470	
ENSG00000178982	ENSMUSG00000043892	FBgn0053107	AT2G36480	
ENSG00000130402	ENSMUSG00000075208	FBgn0038989	AT2G36490	
ENSG00000182472	ENSMUSG00000046975	FBgn0014949	AT2G36500	
ENSG00000205076	ENSMUSG00000057761	FBgn0051158	AT2G36530	
ENSG00000178934	ENSMUSG00000050128	FBgn0051156	AT2G36540	
ENSG00000171747	ENSMUSG00000075206	FBgn0038993	AT2G36550	
ENSG00000104823	ENSMUSG00000042863	FBgn0051159	AT2G36560	
ENSG00000104824	ENSMUSG00000057207	FBgn0051161	AT2G36570	
ENSG00000187994	ENSMUSG00000059873	FBgn0263863	AT2G36580	
ENSG00000068903	ENSMUSG00000044923	FBgn0020278	AT2G36590	
ENSG00000104825	ENSMUSG00000043267	FBgn0266418	AT2G36610	
ENSG00000262484	ENSMUSG00000042796	FBgn0046114	AT2G36620	
ENSG00000128626	ENSMUSG00000045392	FBgn0039002	AT2G36630	
ENSG00000269190	ENSMUSG00000102091	FBgn0039003	AT2G36640	
ENSG00000161243	ENSMUSG00000099820	FBgn0039004	AT2G36650	
ENSG00000183760	ENSMUSG00000075205	FBgn0263986	AT2G36660	
ENSG00000130669	ENSMUSG00000075204	FBgn0039006	AT2G36670	
ENSG00000188505	ENSMUSG00000075203	FBgn0039007	AT2G36680	
ENSG00000179751	ENSMUSG00000075202	FBgn0039008	AT2G36690	
ENSG00000197110	ENSMUSG00000075201	FBgn0039009	AT2G36695	
ENSG00000183709	ENSMUSG00000075200	FBgn0039010	AT2G36700	
ENSG00000182393	ENSMUSG00000075199	FBgn0051151	AT2G36710	
ENSG00000128011	ENSMUSG00000075198	FBgn0024958	AT2G36720	
ENSG00000130755	ENSMUSG00000075197	FBgn0039013	AT2G36724	
ENSG00000179134	ENSMUSG00000075196	FBgn0266409	AT2G36730	
ENSG00000006712	ENSMUSG00000075195	FBgn0039015	AT2G36740	
ENSG00000063322	ENSMUSG00000075194	FBgn0039016	AT2G36750	
ENSG00000128016	ENSMUSG00000075193	FBgn0039017	AT2G36760	
ENSG00000090924	ENSMUSG00000047149	FBgn0263143	AT2G36770	
ENSG00000105193	ENSMUSG00000075192	FBgn0039019	AT2G36780	
ENSG00000196235	ENSMUSG00000075190	FBgn0039020	AT2G36790	
ENSG00000105197	ENSMUSG00000075189	FBgn0051139	AT2G36800	
ENSG00000090932	ENSMUSG00000075188	FBgn0086253	AT2G36810	
ENSG00000186838	ENSMUSG00000075187	FBgn0039026	AT2G36815	
ENSG00000176401	ENSMUSG00000075186	FBgn0039022	AT2G36830	
ENSG00000176396	ENSMUSG00000075185	FBgn0039023	AT2G36835	
ENSG00000105198	ENSMUSG00000090059	FBgn0039024	AT2G36840	
ENSG00000249861	ENSMUSG00000111306	FBgn0040588	AT2G36850	
ENSG00000006659	ENSMUSG00000075181	FBgn0262537	AT2G36854	
ENSG00000105205	ENSMUSG00000111772	FBgn0262538	AT2G36870	
ENSG00000213921	ENSMUSG00000060742	FBgn0262539	AT2G36880	
ENSG00000105204	ENSMUSG00000075179	FBgn0262540	AT2G36885	
ENSG00000105202	ENSMUSG00000110912	FBgn0262541	AT2G36890	
ENSG00000275395	ENSMUSG00000111689	FBgn0039027	AT2G36895	
ENSG00000013275	ENSMUSG00000110804	FBgn0039028	AT2G36900	
ENSG00000187187	ENSMUSG00000075176	FBgn0039029	AT2G36910	
ENSG00000128000	ENSMUSG00000075175	FBgn0017590	AT2G36920	
ENSG00000130758	ENSMUSG00000075174	FBgn0051281	AT2G36930	
ENSG00000174521	ENSMUSG00000111711	FBgn0039031	AT2G36950	
ENSG00000105219	ENSMUSG00000075172	FBgn0263390	AT2G36960	
ENSG00000105221	ENSMUSG00000047969	FBgn0039033	AT2G36970	
ENSG00000160392	ENSMUSG00000078420	FBgn0039034	AT2G36980	
ENSG00000105223	ENSMUSG00000044213	FBgn0085404	AT2G36985	
ENSG00000160396	ENSMUSG00000075171	FBgn0039038	AT2G36990	
ENSG00000105227	ENSMUSG00000086338	FBgn0039039	AT2G37000	
ENSG00000197019	ENSMUSG00000075170	FBgn0039040	AT2G37010	
ENSG00000167565	ENSMUSG00000075169	FBgn0039041	AT2G37020	
ENSG00000090013	ENSMUSG00000075168	FBgn0039042	AT2G37025	
ENSG00000160460	ENSMUSG00000070875	FBgn0039043	AT2G37030	
ENSG00000160410	ENSMUSG00000075167	FBgn0039044	AT2G37035	
ENSG00000090006	ENSMUSG00000049843	FBgn0041225	AT2G37040	
ENSG00000105245	ENSMUSG00000075166	FBgn0039045	AT2G37050	
